20160901 064800;0.753750;0.753810;0.753720;0.753740;0
20160901 064900;0.753720;0.753730;0.753630;0.753700;0
20160901 065000;0.753710;0.753770;0.753700;0.753720;0
20160901 065100;0.753730;0.753810;0.753730;0.753810;0
20160901 065200;0.753800;0.753940;0.753800;0.753910;0
20160901 065300;0.753910;0.753920;0.753830;0.753910;0
20160901 065400;0.753920;0.754000;0.753910;0.754000;0
20160901 065500;0.753980;0.754000;0.753800;0.753800;0
20160901 065600;0.753810;0.753830;0.753790;0.753800;0
20160901 065700;0.753810;0.753810;0.753810;0.753810;0
20160901 065800;0.753840;0.753930;0.753840;0.753890;0
20160901 065900;0.753920;0.754020;0.753920;0.754020;0
20160901 070000;0.754020;0.754050;0.753920;0.753920;0
20160901 070100;0.753930;0.753990;0.753870;0.753890;0
20160901 070200;0.753900;0.753920;0.753800;0.753910;0
20160901 070300;0.753900;0.753900;0.753720;0.753790;0
20160901 070400;0.753780;0.753790;0.753740;0.753790;0
20160901 070500;0.753780;0.753800;0.753710;0.753800;0
20160901 070600;0.753800;0.753910;0.753780;0.753910;0
20160901 070700;0.753910;0.753910;0.753780;0.753790;0
20160901 070800;0.753800;0.753850;0.753770;0.753770;0
20160901 070900;0.753780;0.753810;0.753760;0.753800;0
20160901 071000;0.753800;0.753800;0.753710;0.753800;0
20160901 071100;0.753760;0.753910;0.753730;0.753910;0
20160901 071200;0.753900;0.753950;0.753840;0.753850;0
20160901 071300;0.753880;0.753980;0.753850;0.753960;0
20160901 071400;0.753970;0.753980;0.753920;0.753920;0
20160901 071500;0.753890;0.753890;0.753800;0.753800;0
20160901 071600;0.753810;0.753810;0.753710;0.753710;0
20160901 071700;0.753750;0.753920;0.753750;0.753920;0
20160901 071800;0.753910;0.754010;0.753910;0.753920;0
20160901 071900;0.753920;0.753920;0.753820;0.753820;0
20160901 072000;0.753850;0.753940;0.753850;0.753930;0
20160901 072100;0.753970;0.754130;0.753930;0.754100;0
20160901 072200;0.754100;0.754150;0.754030;0.754040;0
20160901 072300;0.754040;0.754090;0.754020;0.754050;0
20160901 072400;0.754020;0.754140;0.754000;0.754140;0
20160901 072500;0.754130;0.754130;0.754060;0.754110;0
20160901 072600;0.754110;0.754150;0.754110;0.754130;0
20160901 072700;0.754130;0.754180;0.754030;0.754150;0
20160901 072800;0.754170;0.754170;0.754040;0.754040;0
20160901 072900;0.754030;0.754110;0.753940;0.754110;0
20160901 073000;0.754120;0.754120;0.754020;0.754050;0
20160901 073100;0.754040;0.754050;0.753980;0.754010;0
20160901 073200;0.754020;0.754020;0.753920;0.753920;0
20160901 073300;0.753930;0.753940;0.753920;0.753920;0
20160901 073400;0.753930;0.754020;0.753920;0.753930;0
20160901 073500;0.753920;0.753930;0.753920;0.753930;0
20160901 073600;0.753930;0.753930;0.753820;0.753820;0
20160901 073700;0.753820;0.753820;0.753810;0.753810;0
20160901 073800;0.753790;0.753800;0.753540;0.753590;0
20160901 073900;0.753600;0.753690;0.753590;0.753620;0
20160901 074000;0.753600;0.753620;0.753560;0.753610;0
20160901 074100;0.753610;0.753610;0.753530;0.753530;0
20160901 074200;0.753550;0.753590;0.753540;0.753550;0
20160901 074300;0.753540;0.753600;0.753520;0.753550;0
20160901 074400;0.753570;0.753600;0.753450;0.753510;0
20160901 074500;0.753530;0.753610;0.753440;0.753590;0
20160901 074600;0.753600;0.753630;0.753550;0.753610;0
20160901 074700;0.753600;0.753710;0.753600;0.753620;0
20160901 074800;0.753630;0.753710;0.753630;0.753710;0
20160901 074900;0.753740;0.753770;0.753600;0.753600;0
20160901 075000;0.753600;0.753710;0.753530;0.753700;0
20160901 075100;0.753680;0.753700;0.753630;0.753630;0
20160901 075200;0.753620;0.753660;0.753530;0.753630;0
20160901 075300;0.753640;0.753710;0.753600;0.753700;0
20160901 075400;0.753710;0.753880;0.753700;0.753820;0
20160901 075500;0.753800;0.753800;0.753580;0.753620;0
20160901 075600;0.753630;0.753630;0.753530;0.753590;0
20160901 075700;0.753580;0.753600;0.753520;0.753520;0
20160901 075800;0.753560;0.753570;0.753230;0.753350;0
20160901 075900;0.753340;0.753380;0.753280;0.753320;0
20160901 080000;0.753310;0.753320;0.753290;0.753300;0
20160901 080100;0.753300;0.753330;0.753180;0.753230;0
